Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
South Yarra,403/79 River St,2,u,850000.0,S,hockingstuart,22/04/2017,3.3,3141.0,2.0,2.0,2.0,17200.0,,2000.0,Stonnington,-37.8361,144.9966,Southern Metropolitan,14887.0
South Yarra,5/9 Rockley Rd,2,u,792500.0,S,Jellis,22/04/2017,3.3,3141.0,2.0,1.0,1.0,0.0,106.0,1970.0,Stonnington,-37.8383,144.9995,Southern Metropolitan,14887.0
South Yarra,1/215 Williams Rd,2,u,595000.0,S,Kay,29/04/2017,3.3,3141.0,2.0,1.0,2.0,0.0,,,Stonnington,-37.8447,145.0037,Southern Metropolitan,14887.0
St Kilda,13/220 Barkly St,2,u,610500.0,SP,Buxton,8/04/2017,6.1,3182.0,2.0,2.0,1.0,2920.0,84.0,2006.0,Port Phillip,-37.8709,144.9807,Southern Metropolitan,13240.0
St Kilda,23A Havelock St,2,h,1120000.0,S,hockingstuart,8/04/2017,6.1,3182.0,2.0,1.0,0.0,135.0,74.0,1930.0,Port Phillip,-37.8661,144.9802,Southern Metropolitan,13240.0
St Kilda,2/25 Acland St,2,t,1077000.0,S,Marshall,13/05/2017,6.1,3182.0,2.0,1.0,1.0,455.0,98.0,1890.0,Port Phillip,-37.8636,144.9749,Southern Metropolitan,13240.0
St Kilda,34 Acland St,2,h,1301000.0,S,Wilson,13/05/2017,6.1,3182.0,2.0,1.0,1.0,165.0,97.0,1910.0,Port Phillip,-37.8658,144.9774,Southern Metropolitan,13240.0
St Kilda,25 Fawkner St,2,h,1440000.0,S,Marshall,13/05/2017,6.1,3182.0,2.0,1.0,2.0,194.0,112.0,1890.0,Port Phillip,-37.8658,144.9795,Southern Metropolitan,13240.0
St Kilda,15/20 Princes St,2,u,680000.0,S,Buxton,20/05/2017,6.1,3182.0,2.0,1.0,0.0,0.0,,,Port Phillip,-37.859,144.9816,Southern Metropolitan,13240.0
St Kilda,11/74 Barkly St,2,u,902000.0,S,McGrath,29/04/2017,6.1,3182.0,2.0,1.0,1.0,18.0,,,Port Phillip,-37.8624,144.9823,Southern Metropolitan,13240.0
St Kilda,5 Octavia St,2,h,920000.0,S,hockingstuart,29/04/2017,6.1,3182.0,2.0,1.0,0.0,190.0,,,Port Phillip,-37.8579,144.9844,Southern Metropolitan,13240.0
St Kilda,105/60 Wellington St,2,u,482000.0,S,McGrath,29/04/2017,6.1,3182.0,2.0,1.0,1.0,0.0,54.0,2004.0,Port Phillip,-37.857,144.9867,Southern Metropolitan,13240.0
Surrey Hills,3/700 Canterbury Rd,2,u,682000.0,S,Ham,6/05/2017,11.2,3127.0,2.0,1.0,2.0,119.0,,,Whitehorse,-37.8271,145.1032,Southern Metropolitan,5457.0
Surrey Hills,2/35 Boisdale St,2,u,825000.0,S,Fletchers,13/05/2017,11.2,3127.0,2.0,1.0,2.0,180.0,85.0,1970.0,Whitehorse,-37.8351,145.10299999999995,Southern Metropolitan,5457.0
Surrey Hills,18 Empress Rd,2,h,1260000.0,SP,Jellis,13/05/2017,11.2,3127.0,2.0,1.0,0.0,269.0,124.0,1910.0,Boroondara,-37.8201,145.0887,Southern Metropolitan,5457.0
Surrey Hills,1/6 Blackburn St,2,h,1250000.0,SP,Fletchers,20/05/2017,11.2,3127.0,2.0,2.0,1.0,323.0,96.0,1980.0,Boroondara,-37.823,145.0993,Southern Metropolitan,5457.0
Thornbury,4/2 Strettle St,2,u,716000.0,S,Love,8/04/2017,6.5,3071.0,2.0,1.0,1.0,0.0,87.0,1995.0,Darebin,-37.7554,144.982,Northern Metropolitan,8870.0
Thornbury,1/73 Flinders St,2,u,462000.0,S,Nelson,13/05/2017,6.5,3071.0,2.0,1.0,1.0,0.0,,1970.0,Darebin,-37.7561,145.0067,Northern Metropolitan,8870.0
Thornbury,3/31 Clapham St,2,u,600000.0,S,Love,20/05/2017,6.5,3071.0,2.0,1.0,1.0,0.0,59.0,1960.0,Darebin,-37.7549,144.9979,Northern Metropolitan,8870.0
Thornbury,140 Dundas St,2,h,915000.0,S,Love,22/04/2017,6.5,3071.0,2.0,1.0,1.0,502.0,,,Darebin,-37.7541,145.016,Northern Metropolitan,8870.0
Thornbury,58 Leinster Gr,2,t,960000.0,S,Jellis,29/04/2017,6.5,3071.0,2.0,2.0,2.0,158.0,133.0,2007.0,Darebin,-37.7587,144.9881,Northern Metropolitan,8870.0
Thornbury,5 Shaftesbury Pde,2,h,1260000.0,S,Nelson,29/04/2017,6.5,3071.0,2.0,1.0,0.0,317.0,96.0,1910.0,Darebin,-37.7606,144.9995,Northern Metropolitan,8870.0
Thornbury,68 Wilmoth St,2,h,1100000.0,SP,McGrath,29/04/2017,6.5,3071.0,3.0,1.0,1.0,330.0,132.0,1930.0,Darebin,-37.7629,145.0165,Northern Metropolitan,8870.0
West Footscray,4/8 Margot St,2,h,470000.0,SP,Greg,6/05/2017,8.2,3012.0,2.0,1.0,1.0,0.0,77.0,1975.0,Maribyrnong,-37.8088,144.8715,Western Metropolitan,5058.0
West Footscray,6/350 Somerville Rd,2,h,502000.0,S,Sweeney,6/05/2017,8.2,3012.0,2.0,1.0,1.0,2701.0,79.0,2011.0,Maribyrnong,-37.8109,144.8684,Western Metropolitan,5058.0
West Footscray,17 Braid St,2,h,650000.0,VB,Sweeney,8/04/2017,8.2,3012.0,2.0,1.0,1.0,452.0,,1950.0,Maribyrnong,-37.804,144.8772,Western Metropolitan,5058.0
West Footscray,4/38 Hampton Pde,2,u,266000.0,S,Sweeney,20/05/2017,8.2,3012.0,2.0,1.0,1.0,1059.0,65.0,1970.0,Maribyrnong,-37.8062,144.8665,Western Metropolitan,5058.0
West Footscray,91 Suffolk St,2,h,888000.0,PI,Sweeney,20/05/2017,8.2,3012.0,2.0,1.0,2.0,401.0,113.81,1945.0,Maribyrnong,-37.7903,144.8703,Western Metropolitan,5058.0
West Footscray,4/624 Barkly St,2,u,490000.0,S,Village,22/04/2017,8.2,3012.0,2.0,1.0,1.0,117.0,,,Maribyrnong,-37.7968,144.8735,Western Metropolitan,5058.0
Williamstown,2/77 Dover Rd,2,u,543000.0,S,Williams,8/04/2017,8.0,3016.0,2.0,1.0,1.0,0.0,78.0,1974.0,Hobsons Bay,-37.8536,144.8981,Western Metropolitan,6380.0
Williamstown,2/170 Cecil St,2,h,1000000.0,S,Raine,13/05/2017,8.0,3016.0,2.0,1.0,2.0,447.0,,,Hobsons Bay,-37.8602,144.8997,Western Metropolitan,6380.0
Williamstown,8/97 Verdon St,2,u,465000.0,S,Raine,13/05/2017,8.0,3016.0,2.0,1.0,1.0,0.0,78.0,1970.0,Hobsons Bay,-37.8589,144.8921,Western Metropolitan,6380.0
Williamstown,2/47 Power St,2,h,855000.0,S,Williams,20/05/2017,8.0,3016.0,2.0,1.0,1.0,160.0,,,Hobsons Bay,-37.8546,144.8883,Western Metropolitan,6380.0
Williamstown,12/53 Morris St,2,u,550000.0,SP,Williams,22/04/2017,8.0,3016.0,2.0,1.0,2.0,0.0,65.0,1990.0,Hobsons Bay,-37.8685,144.9058,Western Metropolitan,6380.0
Williamstown,9/99 Verdon St,2,u,490000.0,S,Village,22/04/2017,8.0,3016.0,2.0,1.0,1.0,0.0,,,Hobsons Bay,-37.8588,144.8919,Western Metropolitan,6380.0
Yarraville,92 Simpson St,2,h,950000.0,SP,Village,6/05/2017,7.0,3013.0,2.0,1.0,0.0,94.0,,,Maribyrnong,-37.8167,144.888,Western Metropolitan,6543.0
Yarraville,15 Freame St,2,h,1196000.0,S,Greg,8/04/2017,7.0,3013.0,2.0,1.0,2.0,451.0,,,Maribyrnong,-37.8178,144.8752,Western Metropolitan,6543.0
Yarraville,1/17 Gordon Pde,2,h,470000.0,S,Sweeney,8/04/2017,7.0,3013.0,2.0,1.0,1.0,79.0,,1965.0,Maribyrnong,-37.8226,144.8842,Western Metropolitan,6543.0
Yarraville,2/150 Hyde St,2,u,650000.0,SP,Jas,13/05/2017,7.0,3013.0,2.0,2.0,2.0,0.0,92.0,1985.0,Maribyrnong,-37.8161,144.8967,Western Metropolitan,6543.0
Yarraville,10/51 Stephen St,2,u,397000.0,S,Village,13/05/2017,7.0,3013.0,2.0,1.0,1.0,0.0,68.0,1975.0,Maribyrnong,-37.8128,144.8953,Western Metropolitan,6543.0
Yarraville,33 Bromyard St,2,h,1035000.0,S,Sweeney,20/05/2017,7.0,3013.0,2.0,1.0,3.0,469.0,,,Maribyrnong,-37.8184,144.872,Western Metropolitan,6543.0
Yarraville,455 Geelong Rd,2,h,650000.0,PI,Village,20/05/2017,7.0,3013.0,2.0,1.0,2.0,304.0,81.0,1960.0,Maribyrnong,-37.8122,144.8671,Western Metropolitan,6543.0
Yarraville,96 Hamilton St,2,h,820000.0,PI,Village,20/05/2017,7.0,3013.0,2.0,1.0,0.0,211.0,,,Maribyrnong,-37.812,144.8865,Western Metropolitan,6543.0
Yarraville,2/10 Schild St,2,u,497600.0,SP,Jas,20/05/2017,7.0,3013.0,2.0,1.0,1.0,0.0,,,Maribyrnong,-37.8167,144.8936,Western Metropolitan,6543.0
Yarraville,66 Drew St,2,h,1256000.0,S,hockingstuart,22/04/2017,7.0,3013.0,2.0,1.0,3.0,531.0,111.0,1940.0,Maribyrnong,-37.8158,144.8707,Western Metropolitan,6543.0
Abbotsford,6/205 Gipps St,2,u,870000.0,S,Biggin,20/05/2017,2.5,3067.0,2.0,2.0,1.0,0.0,86.0,2013.0,Yarra,-37.8055,144.9961,Northern Metropolitan,4019.0
Abbotsford,24 Cooke St,2,h,1050000.0,S,Jellis,29/04/2017,2.5,3067.0,2.0,1.0,0.0,129.0,128.0,1890.0,Yarra,-37.8099,145.0027,Northern Metropolitan,4019.0
Abbotsford,198 Gipps St,2,h,1242000.0,S,Nelson,29/04/2017,2.5,3067.0,2.0,1.0,1.0,249.0,98.0,1940.0,Yarra,-37.8052,144.9963,Northern Metropolitan,4019.0
Airport West,2/80 Hawker St,2,u,480000.0,VB,Barry,29/04/2017,13.5,3042.0,2.0,1.0,1.0,128.0,92.0,2009.0,Moonee Valley,-37.7216,144.8837,Western Metropolitan,3464.0
Albion,1/141 Anderson Rd,2,u,420000.0,S,Bells,13/05/2017,13.9,3020.0,2.0,1.0,1.0,192.0,88.0,1970.0,Brimbank,-37.7832,144.8275,Western Metropolitan,2185.0
Altona,2/214 Queen St,2,t,600000.0,SP,hockingstuart,20/05/2017,13.8,3018.0,2.0,1.0,2.0,190.0,,,Hobsons Bay,-37.8718,144.819,Western Metropolitan,5301.0
Altona,3/8 Rayner St,2,t,597500.0,S,hockingstuart,22/04/2017,13.8,3018.0,2.0,1.0,2.0,178.0,,2009.0,Hobsons Bay,-37.8701,144.8209,Western Metropolitan,5301.0
Ashburton,53 Gloucester Rd,2,h,1450000.0,S,Woodards,8/04/2017,11.0,3147.0,2.0,1.0,1.0,627.0,,,Boroondara,-37.8689,145.0882,Southern Metropolitan,3052.0
Ashburton,2a Liberator St,2,u,925000.0,S,Jellis,8/04/2017,11.0,3147.0,2.0,1.0,2.0,257.0,,,Boroondara,-37.866,145.089,Southern Metropolitan,3052.0
Balwyn,2/15 Pryton Ct,2,u,825000.0,PI,Biggin,20/05/2017,9.7,3103.0,2.0,2.0,2.0,288.0,,,Boroondara,-37.8078,145.1031,Southern Metropolitan,5682.0
Brooklyn,6 Millers Rd,2,h,1005000.0,S,hockingstuart,22/04/2017,10.9,3012.0,2.0,1.0,2.0,780.0,156.0,1950.0,Hobsons Bay,-37.8241,144.8419,Western Metropolitan,962.0
Carlton,2/100 Keppel St,2,t,960000.0,VB,Nelson,20/05/2017,1.8,3053.0,2.0,2.0,1.0,0.0,90.0,1860.0,Melbourne,-37.7947,144.9724,Northern Metropolitan,6786.0
Carlton,11/108 Elgin St,2,u,995000.0,S,Woodards,22/04/2017,1.8,3053.0,2.0,2.0,1.0,0.0,110.0,2000.0,Melbourne,-37.7973,144.9712,Northern Metropolitan,6786.0
Carlton,10/3 Lytton St,2,u,500000.0,VB,Peter,29/04/2017,1.8,3053.0,2.0,1.0,1.0,4076.0,,,Melbourne,-37.7941,144.9678,Northern Metropolitan,6786.0
East Melbourne,4/24 Hotham St,2,u,810000.0,S,Biggin,13/05/2017,1.5,3002.0,2.0,1.0,1.0,944.0,,,Melbourne,-37.8144,144.9896,Northern Metropolitan,3040.0
Elsternwick,8/37 Victoria St,2,u,740000.0,SP,Gary,8/04/2017,8.5,3185.0,2.0,1.0,1.0,0.0,97.0,1960.0,Glen Eira,-37.8881,145.0097,Southern Metropolitan,4898.0
Elsternwick,4/34 Horne St,2,u,595000.0,S,Hodges,29/04/2017,8.5,3185.0,2.0,1.0,1.0,0.0,,,Glen Eira,-37.886,145.0008,Southern Metropolitan,4898.0
Elsternwick,3/33 St Georges Rd,2,u,632500.0,S,Gary,29/04/2017,8.5,3185.0,2.0,1.0,1.0,0.0,76.0,1968.0,Glen Eira,-37.8817,145.0032,Southern Metropolitan,4898.0
Elwood,4/88 Addison St,2,u,687000.0,SP,Biggin,8/04/2017,7.7,3184.0,2.0,1.0,1.0,1912.0,,1970.0,Port Phillip,-37.8795,144.98,Southern Metropolitan,8989.0
Elwood,12/10 Docker St,2,u,1260000.0,S,hockingstuart,8/04/2017,7.7,3184.0,2.0,2.0,2.0,626.0,125.0,2008.0,Port Phillip,-37.8865,144.9874,Southern Metropolitan,8989.0
Elwood,9/457 St Kilda St,2,u,695000.0,S,hockingstuart,8/04/2017,7.7,3184.0,2.0,1.0,1.0,845.0,,1970.0,Port Phillip,-37.8888,144.991,Southern Metropolitan,8989.0
Elwood,6/5 Alfriston St,2,u,642000.0,S,hockingstuart,20/05/2017,7.7,3184.0,2.0,1.0,0.0,0.0,,1960.0,Port Phillip,-37.8753,144.9902,Southern Metropolitan,8989.0
Elwood,14/125 Ormond Rd,2,u,800000.0,SP,Buxton,20/05/2017,7.7,3184.0,2.0,2.0,2.0,0.0,92.0,2001.0,Port Phillip,-37.8857,144.9884,Southern Metropolitan,8989.0
Elwood,6/53 Tennyson St,2,u,500000.0,SA,Morleys,20/05/2017,7.7,3184.0,2.0,1.0,1.0,0.0,76.0,1960.0,Port Phillip,-37.8777,144.9891,Southern Metropolitan,8989.0
Essendon North,3 Madden St,2,t,810000.0,S,Pagan,20/05/2017,9.4,3041.0,2.0,2.0,1.0,175.0,,,Moonee Valley,-37.7417,144.9079,Western Metropolitan,1308.0
Essendon North,5/15 Bulla Rd,2,u,415500.0,S,Nelson,22/04/2017,9.4,3041.0,2.0,1.0,1.0,82.0,,1970.0,Moonee Valley,-37.743,144.9084,Western Metropolitan,1308.0
Fitzroy,60 Argyle St,2,t,1100000.0,VB,Nelson,8/04/2017,1.6,3065.0,2.0,2.0,1.0,81.0,136.0,1990.0,Yarra,-37.7976,144.9778,Northern Metropolitan,5825.0
Fitzroy,29 Bell St,2,t,1350000.0,S,Nelson,8/04/2017,1.6,3065.0,2.0,1.0,2.0,6261.0,117.0,1999.0,Yarra,-37.799,144.975,Northern Metropolitan,5825.0
Fitzroy,320/416 Gore St,2,u,600000.0,VB,Nelson,8/04/2017,1.6,3065.0,2.0,1.0,1.0,2122.0,,,Yarra,-37.7967,144.9836,Northern Metropolitan,5825.0
Fitzroy,28 Greeves St,2,h,1350000.0,VB,Jellis,13/05/2017,1.6,3065.0,2.0,1.0,0.0,131.0,110.0,1900.0,Yarra,-37.7999,144.9776,Northern Metropolitan,5825.0
Fitzroy,322 Young St,2,t,1050000.0,S,Nelson,20/05/2017,1.6,3065.0,2.0,1.0,1.0,87.0,,2000.0,Yarra,-37.7959,144.9802,Northern Metropolitan,5825.0
Fitzroy,233 Gore St,2,h,1200000.0,SP,Brad,29/04/2017,1.6,3065.0,2.0,1.0,0.0,63.0,,1900.0,Yarra,-37.8018,144.9825,Northern Metropolitan,5825.0
Fitzroy,503/185 Rose St,2,u,681500.0,SP,Jellis,29/04/2017,1.6,3065.0,2.0,1.0,1.0,0.0,,,Yarra,-37.7964,144.9839,Northern Metropolitan,5825.0
Kensington,217/71 Henry St,2,u,535000.0,SP,Pagan,8/04/2017,4.2,3031.0,2.0,2.0,1.0,2592.0,70.0,2012.0,Melbourne,-37.7961,144.9261,Northern Metropolitan,5263.0
Kensington,10/2 Howlett St,2,u,500000.0,S,Edward,8/04/2017,4.2,3031.0,2.0,1.0,1.0,0.0,86.0,2000.0,Melbourne,-37.7897,144.9228,Northern Metropolitan,5263.0
Kensington,9/11 Smith St,2,u,525000.0,VB,Edward,13/05/2017,4.2,3031.0,2.0,1.0,1.0,0.0,73.0,2011.0,Melbourne,-37.7912,144.9318,Northern Metropolitan,5263.0
Kensington,16 Altona St,2,h,1110000.0,S,Nelson,20/05/2017,4.2,3031.0,2.0,1.0,0.0,155.0,,,Melbourne,-37.7989,144.9275,Northern Metropolitan,5263.0
Kensington,109/18 Bent St,2,u,730000.0,SP,Rendina,20/05/2017,4.2,3031.0,2.0,2.0,1.0,2135.0,,2012.0,Melbourne,-37.7956,144.935,Northern Metropolitan,5263.0
Kensington,2/2 McCracken St,2,t,811000.0,SP,Biggin,20/05/2017,4.2,3031.0,2.0,1.0,0.0,113.0,,,Melbourne,-37.7898,144.9276,Northern Metropolitan,5263.0
Kensington,33 Chelmsford St,2,h,903000.0,S,Rendina,22/04/2017,4.2,3031.0,2.0,1.0,0.0,184.0,,,Melbourne,-37.7964,144.9339,Northern Metropolitan,5263.0
Kensington,2/75 McCracken St,2,u,528000.0,S,Nelson,22/04/2017,4.2,3031.0,2.0,1.0,1.0,0.0,,1975.0,Melbourne,-37.7928,144.9279,Northern Metropolitan,5263.0
Kensington,420 Arden St,2,h,1000000.0,VB,Nelson,29/04/2017,4.2,3031.0,2.0,1.0,0.0,159.0,,,Melbourne,-37.7985,144.9307,Northern Metropolitan,5263.0
Middle Park,81 Carter St,2,h,1335000.0,S,Greg,8/04/2017,4.1,3206.0,2.0,1.0,1.0,107.0,,1900.0,Port Phillip,-37.8468,144.9612,Southern Metropolitan,2019.0
Middle Park,158 Neville St,2,h,1300000.0,S,hockingstuart,8/04/2017,4.1,3206.0,2.0,1.0,0.0,132.0,80.0,1900.0,Port Phillip,-37.8527,144.9657,Southern Metropolitan,2019.0
Moorabbin,6 Cooma St,2,h,1035000.0,S,McGrath,8/04/2017,14.6,3189.0,2.0,1.0,1.0,593.0,,,Kingston,-37.9396,145.0519,Southern Metropolitan,2555.0
Moorabbin,3/29 Fiddes St,2,t,742500.0,S,Buxton,13/05/2017,14.6,3189.0,2.0,1.0,1.0,179.0,101.0,2001.0,Kingston,-37.9369,145.0473,Southern Metropolitan,2555.0
North Melbourne,649 Queensberry St,2,h,940000.0,S,JMRE,29/04/2017,2.3,3051.0,2.0,1.0,0.0,89.0,65.0,1890.0,Melbourne,-37.9394,145.089,Northern Metropolitan,6821.0
South Kingsville,2/17 Greene St,2,u,321000.0,SP,Jas,13/05/2017,9.1,3015.0,2.0,1.0,1.0,0.0,,1970.0,Hobsons Bay,-37.8288,144.8711,Western Metropolitan,984.0
South Kingsville,2/17 Greene St,2,u,300000.0,PI,Jas,22/04/2017,9.1,3015.0,2.0,1.0,1.0,0.0,,1970.0,Hobsons Bay,-37.8288,144.8711,Western Metropolitan,984.0
Southbank,2402/163 City Rd,2,u,505000.0,S,Dixon,8/04/2017,1.2,3006.0,2.0,1.0,1.0,0.0,,,Melbourne,-37.8242,144.9626,Southern Metropolitan,8400.0
Southbank,4/5 Miles St,2,u,595000.0,S,RT,8/04/2017,1.2,3006.0,2.0,1.0,1.0,0.0,75.0,1998.0,Melbourne,-37.8288,144.9679,Southern Metropolitan,8400.0
Southbank,51/88 Wells St,2,u,580000.0,VB,MICM,8/04/2017,1.2,3006.0,2.0,1.0,1.0,0.0,79.0,1995.0,Melbourne,-37.8273,144.9685,Southern Metropolitan,8400.0
Southbank,9/120 Sturt St,2,u,580000.0,SA,William,13/05/2017,1.2,3006.0,2.0,1.0,1.0,0.0,70.0,1994.0,Melbourne,-37.8248,144.9667,Southern Metropolitan,8400.0
Toorak,7/49 Bruce St,2,u,867000.0,S,Jellis,8/04/2017,4.6,3142.0,2.0,1.0,1.0,1087.0,,,Stonnington,-37.8373,145.0106,Southern Metropolitan,7217.0
Toorak,9/723 Orrong Rd,2,u,655000.0,S,Rodney,8/04/2017,4.6,3142.0,2.0,1.0,1.0,1816.0,105.0,1960.0,Stonnington,-37.8389,145.0141,Southern Metropolitan,7217.0
Toorak,2/619 Toorak Rd,2,u,1010000.0,PI,Marshall,8/04/2017,4.6,3142.0,2.0,2.0,2.0,586.0,119.0,1990.0,Stonnington,-37.8427,145.0236,Southern Metropolitan,7217.0
Toorak,1/48 Mathoura Rd,2,u,650000.0,S,Hodges,13/05/2017,4.6,3142.0,2.0,1.0,0.0,0.0,,,Stonnington,-37.8454,145.0076,Southern Metropolitan,7217.0
Toorak,6/696 Orrong Rd,2,u,750000.0,PI,Williams,20/05/2017,4.6,3142.0,2.0,1.0,1.0,0.0,,1970.0,Stonnington,-37.8432,145.0137,Southern Metropolitan,7217.0
Toorak,14/3 Struan St,2,u,760000.0,S,Jellis,29/04/2017,4.6,3142.0,2.0,1.0,1.0,0.0,,,Stonnington,-37.8359,145.0126,Southern Metropolitan,7217.0
Williamstown North,5/46 Kororoit Creek Rd,2,u,546000.0,S,Williams,8/04/2017,8.9,3016.0,2.0,1.0,1.0,2023.0,,1979.0,Hobsons Bay,-37.8573,144.8854,Western Metropolitan,802.0
Windsor,14/27 Lewisham Rd,2,u,585000.0,S,hockingstuart,8/04/2017,5.1,3181.0,2.0,1.0,1.0,0.0,79.0,1965.0,Stonnington,-37.8559,144.999,Southern Metropolitan,4380.0
Windsor,2/6 The Avenue,2,u,690000.0,S,Nelson,13/05/2017,5.1,3181.0,2.0,1.0,1.0,0.0,,,Stonnington,-37.8573,144.9978,Southern Metropolitan,4380.0
Windsor,3/217 Dandenong Rd,2,u,854000.0,SP,Woodards,22/04/2017,5.1,3181.0,2.0,1.0,1.0,774.0,90.0,1945.0,Stonnington,-37.8582,144.9979,Southern Metropolitan,4380.0
Balaclava,4/247 Inkerman St,2,u,450000.0,SP,Buxton,13/05/2017,6.6,3183.0,2.0,1.0,1.0,0.0,50.0,1960.0,Port Phillip,-37.8656,144.9919,Southern Metropolitan,2952.0
Balaclava,5/171 Hotham St,2,u,490000.0,VB,hockingstuart,29/04/2017,6.6,3183.0,2.0,1.0,0.0,601.0,,,Port Phillip,-37.8757,144.998,Southern Metropolitan,2952.0
West Melbourne,3/212 Roden St,2,t,1013000.0,S,Alexkarbon,20/05/2017,1.9,3003.0,2.0,2.0,1.0,0.0,130.0,2010.0,Melbourne,-37.8094,144.9452,Northern Metropolitan,2230.0
West Melbourne,53 Miller St,2,h,1053000.0,S,Purplebricks,22/04/2017,1.9,3003.0,2.0,1.0,0.0,147.0,,1880.0,Melbourne,-37.8059,144.9459,Northern Metropolitan,2230.0
Travancore,456/38 Mt Alexander Rd,2,u,360000.0,SP,Pagan,20/05/2017,5.3,3032.0,2.0,1.0,1.0,0.0,51.0,2010.0,Moonee Valley,-37.7847,144.9383,Western Metropolitan,1052.0
Albert Park,126 Mills St,2,h,1535000.0,S,Greg,1/07/2017,3.0,3206.0,2.0,1.0,0.0,171.0,,1900.0,Port Phillip,-37.8481,144.9566,Southern Metropolitan,3280.0
Brunswick,11/757 Park St,2,u,692000.0,S,Jellis,1/07/2017,5.2,3056.0,2.0,1.0,1.0,0.0,,,Moreland,-37.77742,144.95666,Northern Metropolitan,11918.0
Brunswick East,36 Clarence St,2,h,1305000.0,S,Nicholson,1/07/2017,4.0,3057.0,2.0,1.0,0.0,315.0,,,Moreland,-37.76386,144.97783,Northern Metropolitan,5533.0
Brunswick West,2/59 Smith St,2,h,573000.0,S,Jellis,1/07/2017,5.2,3055.0,2.0,1.0,1.0,0.0,,1970.0,Moreland,-37.76732,144.94098,Northern Metropolitan,7082.0
Camberwell,6/9 Eddy St,2,u,677000.0,S,Noel,1/07/2017,7.7,3124.0,2.0,1.0,1.0,131.0,76.0,1975.0,Boroondara,-37.84716,145.07351,Southern Metropolitan,8920.0
Camberwell,2/576 Riversdale Rd,2,u,670000.0,VB,Jellis,1/07/2017,7.7,3124.0,2.0,1.0,1.0,0.0,,,Boroondara,-37.83202,145.06095,Southern Metropolitan,8920.0
Canterbury,108/2 Gascoyne St,2,u,816000.0,S,Nelson,1/07/2017,8.4,3126.0,2.0,2.0,1.0,8140.0,86.5,2015.0,Boroondara,-37.82091,145.06011,Southern Metropolitan,3265.0
Carlton,106/37 Palmerston St,2,u,620000.0,S,Woodards,1/07/2017,1.6,3053.0,2.0,2.0,1.0,0.0,,2013.0,Melbourne,-37.7969,144.9742,Northern Metropolitan,6786.0
Caulfield South,3/29 Sussex Rd,2,u,1091500.0,S,hockingstuart,1/07/2017,8.7,3162.0,2.0,2.0,1.0,225.0,,,Glen Eira,-37.89565,145.0234,Southern Metropolitan,5051.0
Cheltenham,4/3 MacKenzie St,2,u,425000.0,S,Purplebricks,1/07/2017,17.9,3192.0,2.0,1.0,1.0,0.0,,,Bayside,-37.97143,145.05219,Southern Metropolitan,9758.0
Coburg,126 Barrow St,2,h,900000.0,VB,Jellis,1/07/2017,6.7,3058.0,2.0,1.0,1.0,350.0,100.0,1920.0,Moreland,-37.74483,144.97269,Northern Metropolitan,11204.0
Croydon,15 Ronald Rd,2,h,570000.0,SP,McGrath,1/07/2017,23.0,3136.0,2.0,1.0,1.0,312.0,110.0,1994.0,Maroondah,-37.80752,145.27212,Eastern Metropolitan,11925.0
Dandenong,5/6 MacPherson St,2,u,348000.0,S,McLennan,1/07/2017,24.7,3175.0,2.0,1.0,0.0,156.0,,,Greater Dandenong,-37.98712,145.22262,South-Eastern Metropolitan,10894.0
Diamond Creek,17 Norma St,2,h,621000.0,S,Mason,1/07/2017,21.8,3089.0,2.0,1.0,0.0,610.0,61.0,1939.0,Nillumbik,-37.67629,145.15589,Northern Victoria,4258.0
Dingley Village,2/77 Centre Dandenong Rd,2,u,612000.0,S,Buxton,1/07/2017,22.2,3172.0,2.0,1.0,1.0,197.0,,1975.0,Kingston,-37.98412,145.13433,South-Eastern Metropolitan,3940.0
Epping,2/4 Grimwade Ct,2,u,437000.0,S,hockingstuart,1/07/2017,19.6,3076.0,2.0,1.0,2.0,351.0,109.0,2000.0,Whittlesea,-37.65099,145.04663,Northern Metropolitan,10926.0
Fitzroy North,108 Michael St,2,h,1350000.0,VB,Nelson,1/07/2017,3.6,3068.0,2.0,1.0,1.0,184.0,79.0,1900.0,Yarra,-37.78493,144.98879,Northern Metropolitan,6244.0
Fitzroy North,372 Rae St,2,h,1100000.0,S,Woodards,1/07/2017,3.6,3068.0,2.0,1.0,0.0,139.0,,,Yarra,-37.7836,144.98031,Northern Metropolitan,6244.0
Glen Iris,1/1484 Malvern Rd,2,u,500000.0,PI,Thomson,1/07/2017,7.3,3146.0,2.0,1.0,1.0,0.0,76.0,1965.0,Stonnington,-37.85399,145.04699,Southern Metropolitan,10412.0
Glen Iris,6/35 Scott Gr,2,u,523000.0,S,Thomson,1/07/2017,7.3,3146.0,2.0,1.0,1.0,0.0,,,Stonnington,-37.85546,145.04998,Southern Metropolitan,10412.0
Greensborough,2/12 William St,2,u,695000.0,S,Darren,1/07/2017,16.1,3088.0,2.0,2.0,1.0,208.0,107.0,2000.0,Banyule,-37.70267,145.09526,Northern Metropolitan,8524.0
Hadfield,2a Geum St,2,u,500000.0,S,Harcourts,1/07/2017,11.2,3046.0,2.0,1.0,2.0,304.0,,,Moreland,-37.70733,144.94041,Northern Metropolitan,2606.0
